-51.46407468	8.778547197e-308
-51.44684527	2.135475377
-51.39497777	4.276191968
-51.30793112	6.427441887
181.2881237	19.77680025
182.1048872	24.80423413
183.1136949	29.88824156
184.3211393	35.04125134
185.7352669	40.27633931
187.3657191	45.60737109
189.223908	51.04916366
191.3232309	56.61767041
193.6793337	62.33019552
196.3104325	68.20564517
199.2377066	74.26482482
202.4857808	80.53079439
206.0833198	87.02929697
210.063764	93.78928102
214.4662465	100.8435429
219.3367441	108.2295251
224.7295354	115.9903194
230.7090634	124.17594
237.352342	132.8449612
244.7520995	142.0666486
253.0209405	151.9237743
262.2969342	162.5163928
272.7512423	173.9669904
284.5987188	186.4276464
298.1129446	200.0901998
313.6480541	215.2010375
331.671275	232.0831954
352.8129542	251.1704402
377.9462768	273.0617714
408.3198177	298.6123969
445.7894728	329.0935736
493.2504425	366.4915722
555.5073481	414.1123597
641.2136919	477.9346928
767.8290306	570.0809017
977.0566818	719.660129
1400.978367	1019.36152
2810.73598	2013.59943
-6048.996309	1590.920845
-1372.642421	-925.9330811
-504.5856066	-335.2019749
-108.1087659	-83.01730352
209.0632059	89.71398924
615.2120073	264.8674397
1506.42717	566.5438332
9873.408456	2969.294545
-3182.980292	-661.1683817
-1530.426391	-147.4119879
-1062.599118	37.55016418
-844.2491658	160.0689774
-723.6007716	266.8963211
-655.3853786	376.7980584
-623.8099102	504.1491996
-626.5439644	667.7049418
-673.8735788	901.9828345
-802.187216	1289.541462
-5035.373191	-4220.903249
-2658.125314	5231.187952
5511.174567	-10684.16603
1466.234263	-2455.914731
1040.13388	-1188.43912
1159.609696	-426.2675358
3434.350287	1957.934124
-1292.283301	-2044.068259
10868.38211	1771.056598
-224.8765854	-824.5282757
-132.5582399	-655.3335091
-77.18657736	-534.9421155
-35.51865625	-437.1251319
2.727503506	-348.5207856
44.85606926	-258.7803781
100.0562686	-154.9412574
187.1788865	-11.43714201
364.8273006	249.15851
990.1769787	1093.748646
-4008.265226	-5394.102362
-831.0748839	-1216.612674
-519.9267245	-769.9893846
-411.5001803	-574.9639418
-370.2538848	-441.3948207
-376.9459075	-306.3957384
-481.1243879	-67.17661754
-8445.411587	1712.125553
231.6973791	-1029.414916
33.99334118	-673.9753176
-17.53272794	-557.2386854
-38.28001669	-493.7635234
-47.97918985	-451.500781
-52.69485341	-420.1887341
